     0: >>> E[0:00:00]-R[?]: Return=   -0.0076, Steps= 8.6, Features = 16
  1581: E[0:00:15]-R[0:00:04]: Return=     0.996, Steps=   5, Features = 16
  1685: E[0:00:16]-R[0:00:03]: Return=         1, Steps=   1, Features = 16
  1792: E[0:00:17]-R[0:00:02]: Return=     0.998, Steps=   3, Features = 16
  1893: E[0:00:18]-R[0:00:01]: Return=         1, Steps=   1, Features = 16
  2000: >>> E[0:00:19]-R[0:00:00]: Return=    0.9992, Steps= 1.8, Features = 16
Total Experiment Duration 0:00:19
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7776, Steps=23.4, Features = 16
    92: E[0:00:01]-R[0:00:14]: Return=     0.983, Steps=  18, Features = 16
   240: E[0:00:02]-R[0:00:13]: Return=     0.963, Steps=  38, Features = 16
   390: E[0:00:03]-R[0:00:12]: Return=     0.987, Steps=  14, Features = 16
   530: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   678: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   808: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   940: E[0:00:07]-R[0:00:08]: Return=     0.985, Steps=  16, Features = 16
  1076: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1212: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1348: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1488: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1624: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1766: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1902: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.4149, Steps=15.9, Features = 16
    97: E[0:00:01]-R[0:00:15]: Return=     0.986, Steps=  15, Features = 16
   225: E[0:00:02]-R[0:00:15]: Return=     0.986, Steps=  15, Features = 16
   379: E[0:00:03]-R[0:00:13]: Return=     0.974, Steps=  27, Features = 16
   519: E[0:00:04]-R[0:00:12]: Return=     0.994, Steps=   7, Features = 16
   659: E[0:00:05]-R[0:00:10]: Return=     0.972, Steps=  29, Features = 16
   803: E[0:00:06]-R[0:00:09]: Return=     0.994, Steps=   7, Features = 16
   942: E[0:00:07]-R[0:00:08]: Return=      0.99, Steps=  11, Features = 16
  1085: E[0:00:08]-R[0:00:07]: Return=     0.996, Steps=   5, Features = 16
  1227: E[0:00:09]-R[0:00:06]: Return=     0.992, Steps=   9, Features = 16
  1368: E[0:00:10]-R[0:00:05]: Return=     0.994, Steps=   7, Features = 16
  1508: E[0:00:11]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1648: E[0:00:12]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1786: E[0:00:13]-R[0:00:02]: Return=     0.994, Steps=   7, Features = 16
  1925: E[0:00:14]-R[0:00:01]: Return=     0.982, Steps=  19, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9934, Steps= 7.6, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.0146, Steps=15.6, Features = 16
    84: E[0:00:01]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   200: E[0:00:02]-R[0:00:15]: Return=     0.987, Steps=  14, Features = 16
   354: E[0:00:03]-R[0:00:13]: Return=    -1.039, Steps=  40, Features = 16
   486: E[0:00:04]-R[0:00:12]: Return=     0.999, Steps=   2, Features = 16
   616: E[0:00:05]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   740: E[0:00:06]-R[0:00:10]: Return=    -1.001, Steps=   2, Features = 16
   862: E[0:00:07]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   986: E[0:00:08]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1110: E[0:00:09]-R[0:00:07]: Return=     0.999, Steps=   2, Features = 16
  1230: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1348: E[0:00:11]-R[0:00:05]: Return=     0.999, Steps=   2, Features = 16
  1460: E[0:00:12]-R[0:00:04]: Return=    -1.001, Steps=   2, Features = 16
  1584: E[0:00:13]-R[0:00:03]: Return=    -1.003, Steps=   4, Features = 16
  1714: E[0:00:14]-R[0:00:02]: Return=     0.981, Steps=  20, Features = 16
  1836: E[0:00:15]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  1956: E[0:00:16]-R[0:00:00]: Return=     0.999, Steps=   2, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.7988, Steps= 2.2, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3957, Steps= 5.3, Features = 16
    98: E[0:00:01]-R[0:00:14]: Return=     0.983, Steps=  18, Features = 16
   242: E[0:00:02]-R[0:00:13]: Return=     0.973, Steps=  28, Features = 16
   367: E[0:00:03]-R[0:00:13]: Return=     0.999, Steps=   2, Features = 16
   496: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   630: E[0:00:05]-R[0:00:11]: Return=     0.983, Steps=  18, Features = 16
   759: E[0:00:06]-R[0:00:10]: Return=     0.999, Steps=   2, Features = 16
   882: E[0:00:07]-R[0:00:09]: Return=     0.999, Steps=   2, Features = 16
  1012: E[0:00:08]-R[0:00:08]: Return=     0.999, Steps=   2, Features = 16
  1129: E[0:00:09]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1255: E[0:00:10]-R[0:00:06]: Return=     0.999, Steps=   2, Features = 16
  1383: E[0:00:11]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1514: E[0:00:12]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1641: E[0:00:13]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1769: E[0:00:14]-R[0:00:02]: Return=     0.999, Steps=   2, Features = 16
  1888: E[0:00:15]-R[0:00:01]: Return=     0.999, Steps=   2, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.9972, Steps= 3.8, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=     0.184, Steps=17.0, Features = 16
   112: E[0:00:01]-R[0:00:13]: Return=     0.964, Steps=  37, Features = 16
   222: E[0:00:02]-R[0:00:14]: Return=         1, Steps=   1, Features = 16
   358: E[0:00:03]-R[0:00:13]: Return=     0.982, Steps=  19, Features = 16
   493: E[0:00:04]-R[0:00:12]: Return=     0.974, Steps=  27, Features = 16
   616: E[0:00:05]-R[0:00:11]: Return=         1, Steps=   1, Features = 16
   733: E[0:00:06]-R[0:00:10]: Return=         1, Steps=   1, Features = 16
   870: E[0:00:07]-R[0:00:09]: Return=     0.968, Steps=  33, Features = 16
  1014: E[0:00:08]-R[0:00:08]: Return=     0.958, Steps=  43, Features = 16
  1130: E[0:00:09]-R[0:00:07]: Return=         1, Steps=   1, Features = 16
  1236: E[0:00:10]-R[0:00:06]: Return=         1, Steps=   1, Features = 16
  1347: E[0:00:11]-R[0:00:06]: Return=         1, Steps=   1, Features = 16
  1472: E[0:00:12]-R[0:00:04]: Return=         1, Steps=   1, Features = 16
  1591: E[0:00:14]-R[0:00:03]: Return=      0.98, Steps=  21, Features = 16
  1715: E[0:00:15]-R[0:00:02]: Return=     0.992, Steps=   9, Features = 16
  1836: E[0:00:16]-R[0:00:01]: Return=     0.994, Steps=   7, Features = 16
  1953: E[0:00:17]-R[0:00:00]: Return=     0.998, Steps=   3, Features = 16
  2000: >>> E[0:00:17]-R[0:00:00]: Return=    0.9972, Steps= 3.8, Features = 16
Total Experiment Duration 0:00:17
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1866, Steps=14.4, Features = 16
   135: E[0:00:01]-R[0:00:12]: Return=     0.922, Steps=  79, Features = 16
   309: E[0:00:02]-R[0:00:12]: Return=    -1.051, Steps=  52, Features = 16
   447: E[0:00:03]-R[0:00:11]: Return=     0.998, Steps=   3, Features = 16
   584: E[0:00:04]-R[0:00:10]: Return=      0.99, Steps=  11, Features = 16
   698: E[0:00:05]-R[0:00:10]: Return=     0.992, Steps=   9, Features = 16
   830: E[0:00:06]-R[0:00:09]: Return=     0.988, Steps=  13, Features = 16
   952: E[0:00:07]-R[0:00:08]: Return=     0.996, Steps=   5, Features = 16
  1062: E[0:00:08]-R[0:00:07]: Return=     0.992, Steps=   9, Features = 16
  1164: E[0:00:09]-R[0:00:07]: Return=     0.996, Steps=   5, Features = 16
  1276: E[0:00:10]-R[0:00:06]: Return=      0.99, Steps=  11, Features = 16
  1409: E[0:00:12]-R[0:00:05]: Return=     0.996, Steps=   5, Features = 16
  1484: E[0:00:13]-R[0:00:04]: Return=     0.998, Steps=   3, Features = 16
  1621: E[0:00:14]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1711: E[0:00:15]-R[0:00:02]: Return=     0.996, Steps=   5, Features = 16
  1833: E[0:00:16]-R[0:00:01]: Return=      0.99, Steps=  11, Features = 16
  1967: E[0:00:17]-R[0:00:00]: Return=     0.996, Steps=   5, Features = 16
  2000: >>> E[0:00:17]-R[0:00:00]: Return=    0.9976, Steps= 3.4, Features = 16
Total Experiment Duration 0:00:17
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1954, Steps= 5.6, Features = 16
    80: E[0:00:01]-R[0:00:16]: Return=     0.987, Steps=  14, Features = 16
   156: E[0:00:02]-R[0:00:22]: Return=     0.989, Steps=  12, Features = 16
   268: E[0:00:03]-R[0:00:19]: Return=     0.997, Steps=   4, Features = 16
   352: E[0:00:04]-R[0:00:18]: Return=     0.995, Steps=   6, Features = 16
   402: E[0:00:05]-R[0:00:19]: Return=     0.993, Steps=   8, Features = 16
   524: E[0:00:06]-R[0:00:17]: Return=     0.993, Steps=   8, Features = 16
   580: E[0:00:07]-R[0:00:17]: Return=     0.993, Steps=   8, Features = 16
   694: E[0:00:08]-R[0:00:15]: Return=     0.999, Steps=   2, Features = 16
   810: E[0:00:09]-R[0:00:13]: Return=     0.999, Steps=   2, Features = 16
   932: E[0:00:10]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
  1004: E[0:00:11]-R[0:00:11]: Return=    -1.011, Steps=  12, Features = 16
  1092: E[0:00:12]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
  1194: E[0:00:13]-R[0:00:09]: Return=     0.999, Steps=   2, Features = 16
  1312: E[0:00:14]-R[0:00:07]: Return=     0.999, Steps=   2, Features = 16
  1386: E[0:00:15]-R[0:00:07]: Return=    -1.007, Steps=   8, Features = 16
  1504: E[0:00:16]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1626: E[0:00:17]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1708: E[0:00:18]-R[0:00:03]: Return=     0.999, Steps=   2, Features = 16
  1818: E[0:00:19]-R[0:00:02]: Return=     0.999, Steps=   2, Features = 16
  1940: E[0:00:20]-R[0:00:01]: Return=    -1.003, Steps=   4, Features = 16
  2000: >>> E[0:00:21]-R[0:00:00]: Return=    0.9974, Steps= 3.6, Features = 16
Total Experiment Duration 0:00:21
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.8027, Steps= 3.7, Features = 16
   102: E[0:00:01]-R[0:00:14]: Return=     0.983, Steps=  18, Features = 16
   226: E[0:00:02]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   351: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   487: E[0:00:04]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   581: E[0:00:05]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   710: E[0:00:06]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   843: E[0:00:07]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   977: E[0:00:08]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1101: E[0:00:09]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1233: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1367: E[0:00:11]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1503: E[0:00:12]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1586: E[0:00:13]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1721: E[0:00:14]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1849: E[0:00:15]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1985: E[0:00:16]-R[0:00:00]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.5958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=        -1, Steps= 1.0, Features = 16
    63: E[0:00:01]-R[0:00:25]: Return=        -1, Steps=   1, Features = 16
   139: E[0:00:02]-R[0:00:24]: Return=        -1, Steps=   1, Features = 16
   220: E[0:00:03]-R[0:00:23]: Return=        -1, Steps=   1, Features = 16
   299: E[0:00:04]-R[0:00:22]: Return=        -1, Steps=   1, Features = 16
   380: E[0:00:05]-R[0:00:21]: Return=        -1, Steps=   1, Features = 16
   461: E[0:00:06]-R[0:00:19]: Return=        -1, Steps=   1, Features = 16
   538: E[0:00:07]-R[0:00:19]: Return=        -1, Steps=   1, Features = 16
   617: E[0:00:08]-R[0:00:18]: Return=        -1, Steps=   1, Features = 16
   696: E[0:00:09]-R[0:00:17]: Return=        -1, Steps=   1, Features = 16
   774: E[0:00:10]-R[0:00:16]: Return=        -1, Steps=   1, Features = 16
   852: E[0:00:11]-R[0:00:15]: Return=        -1, Steps=   1, Features = 16
   930: E[0:00:12]-R[0:00:14]: Return=        -1, Steps=   1, Features = 16
  1010: E[0:00:13]-R[0:00:13]: Return=        -1, Steps=   1, Features = 16
  1090: E[0:00:14]-R[0:00:12]: Return=        -1, Steps=   1, Features = 16
  1167: E[0:00:15]-R[0:00:11]: Return=        -1, Steps=   1, Features = 16
  1245: E[0:00:16]-R[0:00:10]: Return=        -1, Steps=   1, Features = 16
  1324: E[0:00:17]-R[0:00:09]: Return=        -1, Steps=   1, Features = 16
  1402: E[0:00:18]-R[0:00:08]: Return=        -1, Steps=   1, Features = 16
  1477: E[0:00:19]-R[0:00:07]: Return=        -1, Steps=   1, Features = 16
  1554: E[0:00:20]-R[0:00:06]: Return=        -1, Steps=   1, Features = 16
  1633: E[0:00:21]-R[0:00:05]: Return=        -1, Steps=   1, Features = 16
  1713: E[0:00:22]-R[0:00:04]: Return=        -1, Steps=   1, Features = 16
  1792: E[0:00:23]-R[0:00:03]: Return=        -1, Steps=   1, Features = 16
  1869: E[0:00:24]-R[0:00:02]: Return=        -1, Steps=   1, Features = 16
  1948: E[0:00:25]-R[0:00:01]: Return=        -1, Steps=   1, Features = 16
  2000: >>> E[0:00:26]-R[0:00:00]: Return=        -1, Steps= 1.0, Features = 16
Total Experiment Duration 0:00:26
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3893, Steps=11.7, Features = 16
    88: E[0:00:01]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   218: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   351: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   460: E[0:00:04]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   592: E[0:00:05]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   727: E[0:00:06]-R[0:00:10]: Return=    -1.002, Steps=   3, Features = 16
   874: E[0:00:07]-R[0:00:09]: Return=     0.985, Steps=  16, Features = 16
  1016: E[0:00:08]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1152: E[0:00:09]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1285: E[0:00:10]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1415: E[0:00:11]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1555: E[0:00:12]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  1685: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1817: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1950: E[0:00:15]-R[0:00:00]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.7965, Steps= 4.5, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3797, Steps=21.3, Features = 16
   102: E[0:00:01]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   228: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   358: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   481: E[0:00:04]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   605: E[0:00:05]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   739: E[0:00:06]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   881: E[0:00:07]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
  1007: E[0:00:08]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1132: E[0:00:09]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1269: E[0:00:10]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1402: E[0:00:11]-R[0:00:05]: Return=     0.989, Steps=  12, Features = 16
  1534: E[0:00:12]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1670: E[0:00:13]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1814: E[0:00:14]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1948: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1864, Steps=14.6, Features = 16
   103: E[0:00:01]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   234: E[0:00:02]-R[0:00:13]: Return=     0.995, Steps=   6, Features = 16
   387: E[0:00:03]-R[0:00:12]: Return=     0.969, Steps=  32, Features = 16
   528: E[0:00:04]-R[0:00:11]: Return=    -1.004, Steps=   5, Features = 16
   668: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   809: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   958: E[0:00:07]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1099: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1232: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1368: E[0:00:10]-R[0:00:05]: Return=     -1.01, Steps=  11, Features = 16
  1517: E[0:00:11]-R[0:00:04]: Return=     0.983, Steps=  18, Features = 16
  1655: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1795: E[0:00:13]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  1929: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3848, Steps=16.2, Features = 16
    92: E[0:00:01]-R[0:00:13]: Return=     0.981, Steps=  20, Features = 16
   224: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   368: E[0:00:03]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   646: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   792: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   930: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1072: E[0:00:08]-R[0:00:07]: Return=     0.979, Steps=  22, Features = 16
  1210: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1352: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1484: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1620: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1756: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9962, Steps= 4.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    -1.001, Steps= 2.2, Features = 16
   107: E[0:00:01]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   231: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   360: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   491: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   620: E[0:00:05]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   739: E[0:00:06]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   855: E[0:00:07]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   975: E[0:00:08]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1101: E[0:00:09]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1228: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1364: E[0:00:11]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1491: E[0:00:12]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1617: E[0:00:13]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1751: E[0:00:14]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1879: E[0:00:15]-R[0:00:01]: Return=    -1.004, Steps=   5, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=   -0.0023, Steps= 3.3, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3803, Steps=20.7, Features = 16
    88: E[0:00:01]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   216: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   354: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   482: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   612: E[0:00:05]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   752: E[0:00:06]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   894: E[0:00:07]-R[0:00:09]: Return=     0.983, Steps=  18, Features = 16
  1028: E[0:00:08]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1162: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1300: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1440: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1578: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1717: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1855: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3841, Steps=16.9, Features = 16
    65: E[0:00:01]-R[0:00:16]: Return=     0.991, Steps=  10, Features = 16
   203: E[0:00:02]-R[0:00:14]: Return=     0.979, Steps=  22, Features = 16
   345: E[0:00:03]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   496: E[0:00:04]-R[0:00:11]: Return=     -1.01, Steps=  11, Features = 16
   652: E[0:00:05]-R[0:00:10]: Return=     0.985, Steps=  16, Features = 16
   788: E[0:00:06]-R[0:00:09]: Return=     0.983, Steps=  18, Features = 16
   944: E[0:00:07]-R[0:00:08]: Return=     0.981, Steps=  20, Features = 16
  1094: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1230: E[0:00:09]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 16
  1372: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1505: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1650: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1796: E[0:00:13]-R[0:00:01]: Return=     0.973, Steps=  28, Features = 16
  1936: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.993, Steps= 8.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1832, Steps=17.8, Features = 16
    96: E[0:00:01]-R[0:00:14]: Return=     0.987, Steps=  14, Features = 16
   224: E[0:00:02]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   362: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   498: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   642: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   782: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   930: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1064: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1206: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1348: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1486: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1618: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1760: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1898: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9944, Steps= 6.6, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2068, Steps= 7.8, Features = 16
    80: E[0:00:01]-R[0:00:15]: Return=     0.997, Steps=   4, Features = 16
   202: E[0:00:02]-R[0:00:15]: Return=     0.993, Steps=   8, Features = 16
   340: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   472: E[0:00:04]-R[0:00:12]: Return=    -1.009, Steps=  10, Features = 16
   614: E[0:00:05]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
