     0: >>> E[0:00:00]-R[?]: Return=    0.9892, Steps=11.8, Features = 16
  1275: E[0:00:10]-R[0:00:06]: Return=     0.998, Steps=   3, Features = 16
  1409: E[0:00:11]-R[0:00:05]: Return=     0.998, Steps=   3, Features = 16
  1547: E[0:00:12]-R[0:00:04]: Return=     0.996, Steps=   5, Features = 16
  1687: E[0:00:13]-R[0:00:02]: Return=     0.996, Steps=   5, Features = 16
  1821: E[0:00:14]-R[0:00:01]: Return=      0.99, Steps=  11, Features = 16
  1950: E[0:00:15]-R[0:00:00]: Return=     0.996, Steps=   5, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
    89: E[0:00:01]-R[0:00:13]: Return=     0.986, Steps=  15, Features = 16
   223: E[0:00:02]-R[0:00:13]: Return=    -1.007, Steps=   8, Features = 16
   362: E[0:00:03]-R[0:00:12]: Return=     0.992, Steps=   9, Features = 16
   498: E[0:00:04]-R[0:00:11]: Return=     0.998, Steps=   3, Features = 16
   633: E[0:00:05]-R[0:00:10]: Return=     0.998, Steps=   3, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.992, Steps=   9, Features = 16
   912: E[0:00:07]-R[0:00:08]: Return=     0.996, Steps=   5, Features = 16
  1050: E[0:00:08]-R[0:00:07]: Return=     0.994, Steps=   7, Features = 16
  1192: E[0:00:09]-R[0:00:06]: Return=     0.992, Steps=   9, Features = 16
  1328: E[0:00:10]-R[0:00:05]: Return=     0.994, Steps=   7, Features = 16
  1473: E[0:00:11]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1611: E[0:00:12]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1746: E[0:00:13]-R[0:00:02]: Return=     0.996, Steps=   5, Features = 16
  1886: E[0:00:14]-R[0:00:01]: Return=     0.998, Steps=   3, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
   109: E[0:00:01]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   244: E[0:00:02]-R[0:00:13]: Return=     0.994, Steps=   7, Features = 16
   382: E[0:00:03]-R[0:00:12]: Return=     0.994, Steps=   7, Features = 16
   524: E[0:00:04]-R[0:00:11]: Return=     0.978, Steps=  23, Features = 16
   655: E[0:00:05]-R[0:00:10]: Return=     0.998, Steps=   3, Features = 16
   798: E[0:00:06]-R[0:00:09]: Return=     0.996, Steps=   5, Features = 16
   933: E[0:00:07]-R[0:00:08]: Return=     0.996, Steps=   5, Features = 16
  1071: E[0:00:08]-R[0:00:07]: Return=     0.992, Steps=   9, Features = 16
  1209: E[0:00:09]-R[0:00:06]: Return=     0.992, Steps=   9, Features = 16
  1341: E[0:00:10]-R[0:00:05]: Return=     0.988, Steps=  13, Features = 16
  1482: E[0:00:11]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1620: E[0:00:12]-R[0:00:03]: Return=    -1.003, Steps=   4, Features = 16
  1751: E[0:00:13]-R[0:00:02]: Return=     0.996, Steps=   5, Features = 16
  1892: E[0:00:14]-R[0:00:01]: Return=     0.998, Steps=   3, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
    89: E[0:00:01]-R[0:00:14]: Return=     0.986, Steps=  15, Features = 16
   223: E[0:00:02]-R[0:00:13]: Return=    -1.007, Steps=   8, Features = 16
   362: E[0:00:03]-R[0:00:12]: Return=     0.992, Steps=   9, Features = 16
   495: E[0:00:04]-R[0:00:11]: Return=     0.996, Steps=   5, Features = 16
   630: E[0:00:05]-R[0:00:10]: Return=     0.996, Steps=   5, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.992, Steps=   9, Features = 16
   902: E[0:00:07]-R[0:00:08]: Return=     0.992, Steps=   9, Features = 16
  1040: E[0:00:08]-R[0:00:07]: Return=     0.996, Steps=   5, Features = 16
  1178: E[0:00:09]-R[0:00:06]: Return=     0.996, Steps=   5, Features = 16
  1310: E[0:00:10]-R[0:00:05]: Return=     0.998, Steps=   3, Features = 16
  1446: E[0:00:11]-R[0:00:04]: Return=     0.996, Steps=   5, Features = 16
  1582: E[0:00:12]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1717: E[0:00:13]-R[0:00:02]: Return=     0.996, Steps=   5, Features = 16
  1856: E[0:00:14]-R[0:00:01]: Return=     0.984, Steps=  17, Features = 16
  1988: E[0:00:15]-R[0:00:00]: Return=     0.996, Steps=   5, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
   100: E[0:00:01]-R[0:00:13]: Return=      0.99, Steps=  11, Features = 16
   237: E[0:00:02]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   375: E[0:00:03]-R[0:00:12]: Return=     0.988, Steps=  13, Features = 16
   524: E[0:00:04]-R[0:00:11]: Return=     0.978, Steps=  23, Features = 16
   655: E[0:00:05]-R[0:00:10]: Return=     0.998, Steps=   3, Features = 16
   798: E[0:00:06]-R[0:00:09]: Return=     0.996, Steps=   5, Features = 16
   942: E[0:00:07]-R[0:00:08]: Return=     0.992, Steps=   9, Features = 16
  1090: E[0:00:08]-R[0:00:07]: Return=    -1.013, Steps=  14, Features = 16
  1232: E[0:00:09]-R[0:00:06]: Return=     0.994, Steps=   7, Features = 16
  1368: E[0:00:10]-R[0:00:05]: Return=     0.996, Steps=   5, Features = 16
  1505: E[0:00:11]-R[0:00:04]: Return=     0.998, Steps=   3, Features = 16
  1654: E[0:00:12]-R[0:00:03]: Return=     0.984, Steps=  17, Features = 16
  1790: E[0:00:13]-R[0:00:02]: Return=     0.998, Steps=   3, Features = 16
  1929: E[0:00:14]-R[0:00:01]: Return=     0.998, Steps=   3, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
   100: E[0:00:01]-R[0:00:13]: Return=      0.99, Steps=  11, Features = 16
   237: E[0:00:02]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   382: E[0:00:03]-R[0:00:12]: Return=     0.994, Steps=   7, Features = 16
   524: E[0:00:04]-R[0:00:11]: Return=     0.978, Steps=  23, Features = 16
   655: E[0:00:05]-R[0:00:10]: Return=     0.998, Steps=   3, Features = 16
   798: E[0:00:06]-R[0:00:09]: Return=     0.996, Steps=   5, Features = 16
   933: E[0:00:07]-R[0:00:08]: Return=     0.996, Steps=   5, Features = 16
  1076: E[0:00:08]-R[0:00:07]: Return=     0.996, Steps=   5, Features = 16
  1219: E[0:00:09]-R[0:00:06]: Return=     0.996, Steps=   5, Features = 16
  1358: E[0:00:10]-R[0:00:05]: Return=    -1.005, Steps=   6, Features = 16
  1464: E[0:00:11]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1603: E[0:00:12]-R[0:00:03]: Return=     0.986, Steps=  15, Features = 16
  1741: E[0:00:13]-R[0:00:02]: Return=     0.998, Steps=   3, Features = 16
  1883: E[0:00:14]-R[0:00:01]: Return=      0.99, Steps=  11, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
   109: E[0:00:01]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   244: E[0:00:02]-R[0:00:13]: Return=     0.994, Steps=   7, Features = 16
   324: E[0:00:03]-R[0:00:15]: Return=      0.99, Steps=  11, Features = 16
   464: E[0:00:04]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   574: E[0:00:05]-R[0:00:12]: Return=     0.992, Steps=   9, Features = 16
   697: E[0:00:06]-R[0:00:11]: Return=      0.97, Steps=  31, Features = 16
   793: E[0:00:07]-R[0:00:11]: Return=     0.988, Steps=  13, Features = 16
   912: E[0:00:08]-R[0:00:10]: Return=     0.996, Steps=   5, Features = 16
  1008: E[0:00:09]-R[0:00:09]: Return=     0.996, Steps=   5, Features = 16
  1139: E[0:00:10]-R[0:00:08]: Return=      0.99, Steps=  11, Features = 16
  1262: E[0:00:11]-R[0:00:07]: Return=     0.994, Steps=   7, Features = 16
  1358: E[0:00:12]-R[0:00:06]: Return=    -1.005, Steps=   6, Features = 16
  1499: E[0:00:13]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1611: E[0:00:14]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1709: E[0:00:15]-R[0:00:03]: Return=      0.99, Steps=  11, Features = 16
  1839: E[0:00:16]-R[0:00:01]: Return=     0.998, Steps=   3, Features = 16
  1916: E[0:00:18]-R[0:00:01]: Return=     0.986, Steps=  15, Features = 16
  2000: >>> E[0:00:18]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:18
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
    69: E[0:00:01]-R[0:00:14]: Return=     0.994, Steps=   7, Features = 16
   192: E[0:00:02]-R[0:00:14]: Return=     0.992, Steps=   9, Features = 16
   284: E[0:00:03]-R[0:00:15]: Return=     0.992, Steps=   9, Features = 16
   423: E[0:00:04]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   524: E[0:00:05]-R[0:00:13]: Return=     0.978, Steps=  23, Features = 16
   655: E[0:00:06]-R[0:00:12]: Return=     0.998, Steps=   3, Features = 16
   798: E[0:00:07]-R[0:00:10]: Return=     0.996, Steps=   5, Features = 16
   933: E[0:00:08]-R[0:00:09]: Return=     0.996, Steps=   5, Features = 16
  1071: E[0:00:09]-R[0:00:08]: Return=     0.992, Steps=   9, Features = 16
  1209: E[0:00:10]-R[0:00:06]: Return=     0.992, Steps=   9, Features = 16
  1341: E[0:00:11]-R[0:00:05]: Return=     0.988, Steps=  13, Features = 16
  1482: E[0:00:12]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1620: E[0:00:13]-R[0:00:03]: Return=    -1.003, Steps=   4, Features = 16
  1760: E[0:00:14]-R[0:00:02]: Return=     0.992, Steps=   9, Features = 16
  1898: E[0:00:15]-R[0:00:01]: Return=     0.998, Steps=   3, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2162, Steps=17.2, Features = 16
   100: E[0:00:01]-R[0:00:13]: Return=      0.99, Steps=  11, Features = 16
   237: E[0:00:02]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   362: E[0:00:03]-R[0:00:12]: Return=     0.992, Steps=   9, Features = 16
   464: E[0:00:04]-R[0:00:13]: Return=     0.992, Steps=   9, Features = 16
   581: E[0:00:05]-R[0:00:12]: Return=     0.994, Steps=   7, Features = 16
   697: E[0:00:06]-R[0:00:11]: Return=      0.97, Steps=  31, Features = 16
   837: E[0:00:07]-R[0:00:10]: Return=     0.998, Steps=   3, Features = 16
   976: E[0:00:08]-R[0:00:08]: Return=     0.988, Steps=  13, Features = 16
  1114: E[0:00:09]-R[0:00:07]: Return=     0.996, Steps=   5, Features = 16
  1255: E[0:00:10]-R[0:00:06]: Return=     0.996, Steps=   5, Features = 16
  1396: E[0:00:11]-R[0:00:05]: Return=     0.982, Steps=  19, Features = 16
  1533: E[0:00:12]-R[0:00:04]: Return=     0.992, Steps=   9, Features = 16
  1668: E[0:00:13]-R[0:00:03]: Return=     0.996, Steps=   5, Features = 16
  1784: E[0:00:14]-R[0:00:02]: Return=     0.994, Steps=   7, Features = 16
  1926: E[0:00:15]-R[0:00:01]: Return=    -1.009, Steps=  10, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.9942, Steps= 6.8, Features = 16
Total Experiment Duration 0:00:16
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1198: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1338: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1484: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1626: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1760: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1908: E[0:00:14]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:13]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   845: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   979: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1113: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1242: E[0:00:09]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 16
  1376: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1512: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1656: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1790: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1944: E[0:00:15]-R[0:00:00]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   895: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1031: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1172: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1312: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1446: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1578: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1710: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1846: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1992: E[0:00:15]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   713: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   855: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
   991: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1131: E[0:00:08]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1274: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1418: E[0:00:10]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1562: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1704: E[0:00:12]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1842: E[0:00:13]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1992: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   845: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   985: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1121: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1264: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1402: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1546: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1684: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1822: E[0:00:13]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  1968: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   639: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1334: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1474: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:14]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   907: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1031: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1160: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1298: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1440: E[0:00:11]-R[0:00:04]: Return=     0.979, Steps=  22, Features = 16
  1536: E[0:00:12]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1660: E[0:00:13]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1782: E[0:00:14]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1918: E[0:00:15]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   713: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   855: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
   991: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1117: E[0:00:08]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1256: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1396: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1536: E[0:00:11]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1670: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1798: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1928: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   795: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1075: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1208: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1346: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1488: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1626: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1760: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   845: E[0:00:06]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
   985: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1131: E[0:00:08]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1274: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1402: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1542: E[0:00:11]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1674: E[0:00:12]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1806: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1944: E[0:00:14]-R[0:00:00]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   783: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
