     0: >>> E[0:00:00]-R[?]: Return=   -0.8642, Steps= 5.2, Features = 16
  6000: >>> E[0:00:58]-R[0:00:39]: Return=    0.9874, Steps=13.6, Features = 25
  6122: E[0:00:59]-R[0:00:38]: Return=     0.983, Steps=  18, Features = 25
  6247: E[0:01:00]-R[0:00:36]: Return=     0.979, Steps=  22, Features = 25
  6368: E[0:01:02]-R[0:00:35]: Return=     0.985, Steps=  16, Features = 25
  6477: E[0:01:03]-R[0:00:34]: Return=     0.973, Steps=  28, Features = 25
  6583: E[0:01:04]-R[0:00:33]: Return=     0.987, Steps=  14, Features = 25
  6709: E[0:01:05]-R[0:00:32]: Return=     0.981, Steps=  20, Features = 25
  6826: E[0:01:06]-R[0:00:31]: Return=     0.979, Steps=  22, Features = 25
  6936: E[0:01:07]-R[0:00:30]: Return=     0.987, Steps=  14, Features = 25
  7000: >>> E[0:01:08]-R[0:00:29]: Return=    0.7886, Steps=12.4, Features = 25
  7109: E[0:01:09]-R[0:00:28]: Return=     0.993, Steps=   8, Features = 25
  7219: E[0:01:10]-R[0:00:27]: Return=     0.975, Steps=  26, Features = 25
  7327: E[0:01:11]-R[0:00:26]: Return=     0.989, Steps=  12, Features = 25
  7441: E[0:01:12]-R[0:00:25]: Return=    -1.011, Steps=  12, Features = 25
  7551: E[0:01:13]-R[0:00:24]: Return=     0.987, Steps=  14, Features = 25
  7657: E[0:01:14]-R[0:00:23]: Return=     0.983, Steps=  18, Features = 25
  7771: E[0:01:15]-R[0:00:21]: Return=     0.987, Steps=  14, Features = 25
  7881: E[0:01:16]-R[0:00:20]: Return=     0.991, Steps=  10, Features = 25
  7989: E[0:01:17]-R[0:00:19]: Return=     0.993, Steps=   8, Features = 25
  8000: >>> E[0:01:17]-R[0:00:19]: Return=    0.7879, Steps=13.1, Features = 25
  8114: E[0:01:18]-R[0:00:18]: Return=     0.987, Steps=  14, Features = 25
  8242: E[0:01:19]-R[0:00:17]: Return=     0.975, Steps=  26, Features = 25
  8354: E[0:01:20]-R[0:00:16]: Return=     0.977, Steps=  24, Features = 25
  8468: E[0:01:22]-R[0:00:15]: Return=     0.985, Steps=  16, Features = 25
  8576: E[0:01:23]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 25
  8686: E[0:01:24]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 25
  8795: E[0:01:25]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 25
  8901: E[0:01:26]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 25
  9000: >>> E[0:01:27]-R[0:00:10]: Return=    0.5901, Steps=10.9, Features = 25
  9125: E[0:01:28]-R[0:00:08]: Return=     0.983, Steps=  18, Features = 25
  9236: E[0:01:29]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 25
  9356: E[0:01:30]-R[0:00:06]: Return=     0.981, Steps=  20, Features = 25
  9471: E[0:01:31]-R[0:00:05]: Return=     0.981, Steps=  20, Features = 25
  9600: E[0:01:32]-R[0:00:04]: Return=     0.975, Steps=  26, Features = 25
  9716: E[0:01:33]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 25
  9822: E[0:01:34]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 25
  9932: E[0:01:35]-R[0:00:01]: Return=    -1.009, Steps=  10, Features = 25
 10000: >>> E[0:01:36]-R[0:00:00]: Return=    0.7874, Steps=13.6, Features = 25
Total Experiment Duration 0:01:36
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.012, Steps=12.7, Features = 25
     9: E[0:00:01]-R[0:02:11]: Return=    -1.003, Steps=   4, Features = 25
   123: E[0:00:02]-R[0:00:25]: Return=    -1.008, Steps=   9, Features = 25
   200: >>> E[0:00:02]-R[0:00:21]: Return=   -0.8251, Steps=26.1, Features = 25
   345: E[0:00:04]-R[0:00:17]: Return=    -1.098, Steps=  99, Features = 25
   400: >>> E[0:00:04]-R[0:00:16]: Return=   -0.2105, Steps=11.5, Features = 25
   522: E[0:00:05]-R[0:00:15]: Return=     0.979, Steps=  22, Features = 25
   600: >>> E[0:00:06]-R[0:00:14]: Return=    0.1786, Steps=22.4, Features = 25
   746: E[0:00:07]-R[0:00:12]: Return=     0.965, Steps=  36, Features = 25
   800: >>> E[0:00:08]-R[0:00:12]: Return=    -0.648, Steps=49.0, Features = 25
   935: E[0:00:09]-R[0:00:10]: Return=    -1.019, Steps=  20, Features = 25
  1000: >>> E[0:00:09]-R[0:00:09]: Return=   -0.6188, Steps=19.8, Features = 25
  1120: E[0:00:10]-R[0:00:08]: Return=    -1.139, Steps= 140, Features = 25
  1200: >>> E[0:00:11]-R[0:00:07]: Return=    -1.147, Steps=148.1, Features = 25
  1321: E[0:00:12]-R[0:00:06]: Return=     -1.03, Steps=  31, Features = 25
  1400: >>> E[0:00:13]-R[0:00:06]: Return=   -0.9174, Steps=118.4, Features = 25
  1536: E[0:00:14]-R[0:00:04]: Return=     -1.19, Steps= 191, Features = 25
  1600: >>> E[0:00:15]-R[0:00:04]: Return=   -0.4784, Steps=79.4, Features = 25
  1772: E[0:00:16]-R[0:00:02]: Return=    -1.073, Steps=  74, Features = 25
  1800: >>> E[0:00:17]-R[0:00:02]: Return=   -0.8452, Steps=46.2, Features = 25
  1961: E[0:00:18]-R[0:00:00]: Return=    -1.131, Steps= 132, Features = 25
  2000: >>> E[0:00:18]-R[0:00:00]: Return=    -1.081, Steps=82.0, Features = 25
Total Experiment Duration 0:00:18
Output:			./Results/Experiment2/
