     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
   248: E[0:00:02]-R[0:01:31]: Return=    -1.102, Steps= 103, Features = 25
   484: E[0:00:04]-R[0:01:25]: Return=    -1.204, Steps= 205, Features = 25
   609: E[0:00:05]-R[0:01:23]: Return=    -1.124, Steps= 125, Features = 25
   784: E[0:00:07]-R[0:01:22]: Return=    -1.174, Steps= 175, Features = 25
  1000: >>> E[0:00:09]-R[0:01:19]: Return=    -1.175, Steps=175.8, Features = 25
  1117: E[0:00:10]-R[0:01:18]: Return=     -1.02, Steps=  21, Features = 25
  1241: E[0:00:11]-R[0:01:17]: Return=     0.877, Steps= 124, Features = 25
  1386: E[0:00:12]-R[0:01:16]: Return=     0.947, Steps=  54, Features = 25
  1526: E[0:00:13]-R[0:01:14]: Return=    -1.034, Steps=  35, Features = 25
  1647: E[0:00:14]-R[0:01:13]: Return=    -1.016, Steps=  17, Features = 25
  1822: E[0:00:16]-R[0:01:11]: Return=    -1.174, Steps= 175, Features = 25
  2000: >>> E[0:00:17]-R[0:01:10]: Return=   -0.5493, Steps=150.3, Features = 25
  2267: E[0:00:20]-R[0:01:07]: Return=     0.583, Steps= 418, Features = 25
  2442: E[0:00:21]-R[0:01:05]: Return=    -1.098, Steps=  99, Features = 25
  2628: E[0:00:23]-R[0:01:04]: Return=    -1.184, Steps= 185, Features = 25
  2788: E[0:00:24]-R[0:01:03]: Return=    -1.074, Steps=  75, Features = 25
  3000: >>> E[0:00:26]-R[0:01:01]: Return=   -0.7424, Steps=143.4, Features = 25
  3176: E[0:00:28]-R[0:00:59]: Return=    -1.302, Steps= 303, Features = 25
  3403: E[0:00:30]-R[0:00:57]: Return=    -1.162, Steps= 163, Features = 25
  4000: >>> E[0:00:35]-R[0:00:52]: Return=   -0.8668, Steps=367.7, Features = 25
  4238: E[0:00:37]-R[0:00:50]: Return=    -1.834, Steps= 835, Features = 25
  4744: E[0:00:41]-R[0:00:45]: Return=    -1.504, Steps= 505, Features = 25
     0: >>> E[0:00:00]-R[?]: Return=    -1.004, Steps= 5.4, Features = 25
    78: E[0:00:01]-R[0:01:32]: Return=    -1.026, Steps=  27, Features = 25
   248: E[0:00:02]-R[0:01:28]: Return=    -1.102, Steps= 103, Features = 25
   484: E[0:00:04]-R[0:01:25]: Return=    -1.204, Steps= 205, Features = 25
   609: E[0:00:05]-R[0:01:24]: Return=    -1.124, Steps= 125, Features = 25
   784: E[0:00:07]-R[0:01:22]: Return=    -1.174, Steps= 175, Features = 25
  1000: >>> E[0:00:09]-R[0:01:19]: Return=    -1.175, Steps=175.8, Features = 25
  1117: E[0:00:10]-R[0:01:18]: Return=     -1.02, Steps=  21, Features = 25
  1241: E[0:00:11]-R[0:01:17]: Return=     0.877, Steps= 124, Features = 25
  1386: E[0:00:12]-R[0:01:15]: Return=     0.947, Steps=  54, Features = 25
  1526: E[0:00:13]-R[0:01:14]: Return=    -1.034, Steps=  35, Features = 25
  1647: E[0:00:14]-R[0:01:13]: Return=    -1.016, Steps=  17, Features = 25
  1822: E[0:00:16]-R[0:01:11]: Return=    -1.174, Steps= 175, Features = 25
  2000: >>> E[0:00:17]-R[0:01:10]: Return=   -0.5493, Steps=150.3, Features = 25
  2267: E[0:00:20]-R[0:01:07]: Return=     0.583, Steps= 418, Features = 25
  2442: E[0:00:21]-R[0:01:05]: Return=    -1.098, Steps=  99, Features = 25
  2628: E[0:00:23]-R[0:01:03]: Return=    -1.184, Steps= 185, Features = 25
  2788: E[0:00:24]-R[0:01:02]: Return=    -1.074, Steps=  75, Features = 25
  3000: >>> E[0:00:26]-R[0:01:00]: Return=   -0.7424, Steps=143.4, Features = 25
  3176: E[0:00:27]-R[0:00:59]: Return=    -1.302, Steps= 303, Features = 25
  3403: E[0:00:29]-R[0:00:57]: Return=    -1.162, Steps= 163, Features = 25
  4000: >>> E[0:00:34]-R[0:00:51]: Return=   -0.8668, Steps=367.7, Features = 25
  4238: E[0:00:36]-R[0:00:49]: Return=    -1.834, Steps= 835, Features = 25
  4744: E[0:00:41]-R[0:00:45]: Return=    -1.504, Steps= 505, Features = 25
  5000: >>> E[0:00:43]-R[0:00:43]: Return=    -1.018, Steps=618.7, Features = 25
  5123: E[0:00:44]-R[0:00:42]: Return=     -1.01, Steps=  11, Features = 25
  5252: E[0:00:45]-R[0:00:41]: Return=     0.981, Steps=  20, Features = 25
  5381: E[0:00:46]-R[0:00:39]: Return=     0.979, Steps=  22, Features = 25
  5492: E[0:00:47]-R[0:00:39]: Return=     0.981, Steps=  20, Features = 25
  5608: E[0:00:48]-R[0:00:38]: Return=     0.985, Steps=  16, Features = 25
  5719: E[0:00:49]-R[0:00:37]: Return=     0.985, Steps=  16, Features = 25
  5838: E[0:00:50]-R[0:00:36]: Return=     0.989, Steps=  12, Features = 25
  5950: E[0:00:51]-R[0:00:35]: Return=    -1.008, Steps=   9, Features = 25
  6000: >>> E[0:00:52]-R[0:00:34]: Return=    0.3901, Steps=10.9, Features = 25
  6111: E[0:00:53]-R[0:00:34]: Return=     0.993, Steps=   8, Features = 25
  6222: E[0:00:54]-R[0:00:33]: Return=     0.977, Steps=  24, Features = 25
  6331: E[0:00:55]-R[0:00:32]: Return=     0.991, Steps=  10, Features = 25
  6443: E[0:00:56]-R[0:00:31]: Return=     0.993, Steps=   8, Features = 25
  6552: E[0:00:57]-R[0:00:30]: Return=     0.989, Steps=  12, Features = 25
  6669: E[0:00:58]-R[0:00:29]: Return=     0.981, Steps=  20, Features = 25
  6783: E[0:00:59]-R[0:00:28]: Return=     0.983, Steps=  18, Features = 25
  6901: E[0:01:00]-R[0:00:27]: Return=    -1.014, Steps=  15, Features = 25
  7000: >>> E[0:01:01]-R[0:00:26]: Return=    0.3913, Steps= 9.7, Features = 25
  7115: E[0:01:02]-R[0:00:25]: Return=    -1.008, Steps=   9, Features = 25
  7245: E[0:01:03]-R[0:00:24]: Return=     0.971, Steps=  30, Features = 25
  7362: E[0:01:04]-R[0:00:23]: Return=     0.985, Steps=  16, Features = 25
  7473: E[0:01:05]-R[0:00:22]: Return=     0.991, Steps=  10, Features = 25
  7587: E[0:01:06]-R[0:00:21]: Return=     0.981, Steps=  20, Features = 25
  7719: E[0:01:07]-R[0:00:20]: Return=     0.967, Steps=  34, Features = 25
  7836: E[0:01:08]-R[0:00:19]: Return=     0.975, Steps=  26, Features = 25
  7948: E[0:01:09]-R[0:00:18]: Return=        -1, Steps=   1, Features = 25
  8000: >>> E[0:01:10]-R[0:00:17]: Return=    0.5902, Steps=10.8, Features = 25
  8112: E[0:01:11]-R[0:00:17]: Return=     0.981, Steps=  20, Features = 25
  8233: E[0:01:12]-R[0:00:15]: Return=     0.989, Steps=  12, Features = 25
  8344: E[0:01:13]-R[0:00:15]: Return=        -1, Steps=   1, Features = 25
  8460: E[0:01:14]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 25
  8579: E[0:01:15]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 25
  8705: E[0:01:16]-R[0:00:11]: Return=    -1.016, Steps=  17, Features = 25
  8816: E[0:01:17]-R[0:00:10]: Return=    -1.006, Steps=   7, Features = 25
  8928: E[0:01:18]-R[0:00:09]: Return=     0.985, Steps=  16, Features = 25
  9000: >>> E[0:01:19]-R[0:00:09]: Return=    0.3881, Steps=12.9, Features = 25
  9140: E[0:01:20]-R[0:00:08]: Return=     0.969, Steps=  32, Features = 25
  9273: E[0:01:21]-R[0:00:06]: Return=     0.969, Steps=  32, Features = 25
  9400: E[0:01:23]-R[0:00:05]: Return=     0.981, Steps=  20, Features = 25
  9519: E[0:01:24]-R[0:00:04]: Return=     0.983, Steps=  18, Features = 25
  9631: E[0:01:25]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 25
  9752: E[0:01:26]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 25
  9871: E[0:01:27]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 25
  9996: E[0:01:28]-R[0:00:00]: Return=     0.983, Steps=  18, Features = 25
 10000: >>> E[0:01:28]-R[0:00:00]: Return=     0.591, Steps=10.0, Features = 25
Total Experiment Duration 0:01:28
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.004, Steps= 5.4, Features = 25
    78: E[0:00:01]-R[0:01:36]: Return=    -1.026, Steps=  27, Features = 25
   248: E[0:00:02]-R[0:01:33]: Return=    -1.102, Steps= 103, Features = 25
   484: E[0:00:05]-R[0:01:34]: Return=    -1.204, Steps= 205, Features = 25
   609: E[0:00:06]-R[0:01:33]: Return=    -1.124, Steps= 125, Features = 25
   784: E[0:00:08]-R[0:01:34]: Return=    -1.174, Steps= 175, Features = 25
  1000: >>> E[0:00:10]-R[0:01:31]: Return=    -1.175, Steps=175.8, Features = 25
  1117: E[0:00:11]-R[0:01:29]: Return=     -1.02, Steps=  21, Features = 25
  1241: E[0:00:12]-R[0:01:27]: Return=     0.877, Steps= 124, Features = 25
  1386: E[0:00:14]-R[0:01:25]: Return=     0.947, Steps=  54, Features = 25
  1526: E[0:00:15]-R[0:01:23]: Return=    -1.034, Steps=  35, Features = 25
  1647: E[0:00:16]-R[0:01:22]: Return=    -1.016, Steps=  17, Features = 25
  1822: E[0:00:18]-R[0:01:20]: Return=    -1.174, Steps= 175, Features = 25
  2000: >>> E[0:00:19]-R[0:01:18]: Return=   -0.5493, Steps=150.3, Features = 25
  2267: E[0:00:22]-R[0:01:14]: Return=     0.583, Steps= 418, Features = 25
  2442: E[0:00:23]-R[0:01:12]: Return=    -1.098, Steps=  99, Features = 25
  2628: E[0:00:25]-R[0:01:10]: Return=    -1.184, Steps= 185, Features = 25
  2788: E[0:00:26]-R[0:01:08]: Return=    -1.074, Steps=  75, Features = 25
  3000: >>> E[0:00:28]-R[0:01:06]: Return=   -0.7424, Steps=143.4, Features = 25
  3176: E[0:00:30]-R[0:01:04]: Return=    -1.302, Steps= 303, Features = 25
  3403: E[0:00:32]-R[0:01:02]: Return=    -1.162, Steps= 163, Features = 25
  4000: >>> E[0:00:37]-R[0:00:56]: Return=   -0.8668, Steps=367.7, Features = 25
  4238: E[0:00:39]-R[0:00:53]: Return=    -1.834, Steps= 835, Features = 25
  4744: E[0:00:44]-R[0:00:48]: Return=    -1.504, Steps= 505, Features = 25
  5000: >>> E[0:00:46]-R[0:00:46]: Return=    -1.018, Steps=618.7, Features = 25
  5123: E[0:00:47]-R[0:00:45]: Return=     -1.01, Steps=  11, Features = 25
  5252: E[0:00:48]-R[0:00:44]: Return=     0.981, Steps=  20, Features = 25
  5359: E[0:00:49]-R[0:00:43]: Return=     0.985, Steps=  16, Features = 25
  5469: E[0:00:50]-R[0:00:42]: Return=     0.993, Steps=   8, Features = 25
  5572: E[0:00:51]-R[0:00:41]: Return=     0.993, Steps=   8, Features = 25
  5687: E[0:00:52]-R[0:00:40]: Return=     0.991, Steps=  10, Features = 25
  5790: E[0:00:54]-R[0:00:39]: Return=     0.985, Steps=  16, Features = 25
  5902: E[0:00:55]-R[0:00:38]: Return=     0.991, Steps=  10, Features = 25
  6000: >>> E[0:00:56]-R[0:00:37]: Return=    0.3901, Steps=10.9, Features = 25
  6111: E[0:00:57]-R[0:00:36]: Return=     0.993, Steps=   8, Features = 25
  6222: E[0:00:58]-R[0:00:35]: Return=     0.977, Steps=  24, Features = 25
  6331: E[0:00:59]-R[0:00:34]: Return=     0.991, Steps=  10, Features = 25
  6443: E[0:01:00]-R[0:00:33]: Return=     0.993, Steps=   8, Features = 25
  6552: E[0:01:01]-R[0:00:32]: Return=     0.989, Steps=  12, Features = 25
  6669: E[0:01:02]-R[0:00:31]: Return=     0.981, Steps=  20, Features = 25
  6783: E[0:01:03]-R[0:00:30]: Return=     0.983, Steps=  18, Features = 25
  6886: E[0:01:04]-R[0:00:29]: Return=        -1, Steps=   1, Features = 25
  6998: E[0:01:05]-R[0:00:28]: Return=    -1.032, Steps=  33, Features = 25
  7000: >>> E[0:01:05]-R[0:00:28]: Return=    0.3913, Steps= 9.7, Features = 25
  7115: E[0:01:06]-R[0:00:27]: Return=    -1.008, Steps=   9, Features = 25
  7245: E[0:01:07]-R[0:00:26]: Return=     0.971, Steps=  30, Features = 25
  7362: E[0:01:08]-R[0:00:25]: Return=     0.985, Steps=  16, Features = 25
  7473: E[0:01:09]-R[0:00:23]: Return=     0.991, Steps=  10, Features = 25
  7587: E[0:01:11]-R[0:00:22]: Return=     0.981, Steps=  20, Features = 25
  7719: E[0:01:12]-R[0:00:21]: Return=     0.967, Steps=  34, Features = 25
  7836: E[0:01:13]-R[0:00:20]: Return=     0.975, Steps=  26, Features = 25
  7947: E[0:01:14]-R[0:00:19]: Return=     0.991, Steps=  10, Features = 25
  8000: >>> E[0:01:14]-R[0:00:19]: Return=    0.5902, Steps=10.8, Features = 25
  8112: E[0:01:15]-R[0:00:18]: Return=     0.981, Steps=  20, Features = 25
  8221: E[0:01:16]-R[0:00:17]: Return=     0.985, Steps=  16, Features = 25
  8328: E[0:01:18]-R[0:00:16]: Return=        -1, Steps=   1, Features = 25
  8434: E[0:01:19]-R[0:00:15]: Return=     0.993, Steps=   8, Features = 25
  8547: E[0:01:20]-R[0:00:14]: Return=     0.989, Steps=  12, Features = 25
  8652: E[0:01:21]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 25
  8762: E[0:01:22]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 25
  8866: E[0:01:23]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 25
  8996: E[0:01:24]-R[0:00:09]: Return=    -1.026, Steps=  27, Features = 25
  9000: >>> E[0:01:24]-R[0:00:09]: Return=    0.3881, Steps=12.9, Features = 25
  9140: E[0:01:25]-R[0:00:08]: Return=     0.969, Steps=  32, Features = 25
  9273: E[0:01:27]-R[0:00:07]: Return=     0.969, Steps=  32, Features = 25
  9400: E[0:01:28]-R[0:00:06]: Return=     0.981, Steps=  20, Features = 25
  9519: E[0:01:29]-R[0:00:04]: Return=     0.983, Steps=  18, Features = 25
  9631: E[0:01:30]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 25
  9752: E[0:01:31]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 25
  9859: E[0:01:32]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 25
  9978: E[0:01:33]-R[0:00:00]: Return=     0.977, Steps=  24, Features = 25
 10000: >>> E[0:01:33]-R[0:00:00]: Return=     0.591, Steps=10.0, Features = 25
Total Experiment Duration 0:01:33
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
    88: E[0:00:01]-R[0:00:18]: Return=    -1.021, Steps=  22, Features = 25
   200: >>> E[0:00:02]-R[0:00:17]: Return=    -1.109, Steps=109.8, Features = 25
   400: >>> E[0:00:04]-R[0:00:15]: Return=    -1.233, Steps=333.4, Features = 25
   522: E[0:00:05]-R[0:00:13]: Return=    -1.049, Steps=  50, Features = 25
   600: >>> E[0:00:05]-R[0:00:13]: Return=    -1.157, Steps=157.6, Features = 25
   766: E[0:00:07]-R[0:00:11]: Return=    -1.243, Steps= 244, Features = 25
   800: >>> E[0:00:07]-R[0:00:11]: Return=    -1.039, Steps=40.4, Features = 25
   980: E[0:00:09]-R[0:00:09]: Return=    -1.105, Steps= 106, Features = 25
  1000: >>> E[0:00:09]-R[0:00:09]: Return=    -1.151, Steps=152.0, Features = 25
  1200: >>> E[0:00:11]-R[0:00:07]: Return=    -1.328, Steps=429.0, Features = 25
  1348: E[0:00:12]-R[0:00:06]: Return=    -1.109, Steps= 110, Features = 25
  1400: >>> E[0:00:12]-R[0:00:05]: Return=     -0.36, Steps=161.0, Features = 25
  1574: E[0:00:14]-R[0:00:04]: Return=    -1.069, Steps=  70, Features = 25
  1600: >>> E[0:00:14]-R[0:00:04]: Return=    -1.212, Steps=412.8, Features = 25
  1800: >>> E[0:00:16]-R[0:00:02]: Return=    -1.314, Steps=314.6, Features = 25
  2000: >>> E[0:00:17]-R[0:00:00]: Return=    -1.372, Steps=373.0, Features = 25
Total Experiment Duration 0:00:17
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
    88: E[0:00:01]-R[0:01:32]: Return=    -1.021, Steps=  22, Features = 25
   204: E[0:00:02]-R[0:01:29]: Return=    -1.115, Steps= 116, Features = 25
   332: E[0:00:03]-R[0:01:27]: Return=    -1.027, Steps=  28, Features = 25
   454: E[0:00:04]-R[0:01:24]: Return=    -1.051, Steps=  52, Features = 25
   616: E[0:00:05]-R[0:01:22]: Return=    -1.099, Steps= 100, Features = 25
   760: E[0:00:07]-R[0:01:20]: Return=    -1.067, Steps=  68, Features = 25
  1000: >>> E[0:00:09]-R[0:01:18]: Return=    -1.195, Steps=196.4, Features = 25
  1140: E[0:00:10]-R[0:01:17]: Return=    -1.289, Steps= 290, Features = 25
  1494: E[0:00:13]-R[0:01:13]: Return=    -1.353, Steps= 354, Features = 25
  1648: E[0:00:14]-R[0:01:12]: Return=    -1.075, Steps=  76, Features = 25
  1776: E[0:00:15]-R[0:01:11]: Return=    -1.095, Steps=  96, Features = 25
  1974: E[0:00:17]-R[0:01:09]: Return=    -1.169, Steps= 170, Features = 25
  2000: >>> E[0:00:17]-R[0:01:09]: Return=    -1.399, Steps=400.2, Features = 25
  2186: E[0:00:19]-R[0:01:07]: Return=    -1.109, Steps= 110, Features = 25
  2588: E[0:00:22]-R[0:01:04]: Return=    -1.349, Steps= 350, Features = 25
  2708: E[0:00:23]-R[0:01:03]: Return=    -1.043, Steps=  44, Features = 25
  2842: E[0:00:24]-R[0:01:02]: Return=    -1.115, Steps= 116, Features = 25
  3000: >>> E[0:00:26]-R[0:01:00]: Return=    -1.291, Steps=392.2, Features = 25
  3166: E[0:00:27]-R[0:00:59]: Return=    -1.323, Steps= 324, Features = 25
  3332: E[0:00:29]-R[0:00:57]: Return=    -1.165, Steps= 166, Features = 25
  4000: >>> E[0:00:35]-R[0:00:52]: Return=      -1.4, Steps=500.8, Features = 25
  4240: E[0:00:37]-R[0:00:50]: Return=    -1.155, Steps= 156, Features = 25
  4590: E[0:00:40]-R[0:00:47]: Return=    -1.349, Steps= 350, Features = 25
  4740: E[0:00:41]-R[0:00:45]: Return=    -1.149, Steps= 150, Features = 25
  4960: E[0:00:43]-R[0:00:43]: Return=    -1.119, Steps= 120, Features = 25
  5000: >>> E[0:00:43]-R[0:00:43]: Return=    -1.175, Steps=176.0, Features = 25
  5122: E[0:00:44]-R[0:00:42]: Return=    -1.071, Steps=  72, Features = 25
  5658: E[0:00:49]-R[0:00:37]: Return=    -1.419, Steps= 420, Features = 25
  5802: E[0:00:50]-R[0:00:36]: Return=    -1.059, Steps=  60, Features = 25
  6000: >>> E[0:00:52]-R[0:00:34]: Return=    -1.024, Steps=324.6, Features = 25
  6738: E[0:00:58]-R[0:00:28]: Return=    -1.935, Steps= 936, Features = 25
  6938: E[0:01:00]-R[0:00:26]: Return=    -1.199, Steps= 200, Features = 25
  7000: >>> E[0:01:00]-R[0:00:26]: Return=    -1.258, Steps=259.0, Features = 25
  7198: E[0:01:02]-R[0:00:24]: Return=    -1.209, Steps= 210, Features = 25
  7636: E[0:01:05]-R[0:00:20]: Return=    -1.389, Steps= 390, Features = 25
  7768: E[0:01:07]-R[0:00:19]: Return=    -1.025, Steps=  26, Features = 25
  7952: E[0:01:08]-R[0:00:18]: Return=    -1.183, Steps= 184, Features = 25
  8000: >>> E[0:01:09]-R[0:00:17]: Return=    -1.175, Steps=176.4, Features = 25
  8244: E[0:01:11]-R[0:00:15]: Return=    -1.201, Steps= 202, Features = 25
  8388: E[0:01:12]-R[0:00:14]: Return=    -1.143, Steps= 144, Features = 25
  8518: E[0:01:13]-R[0:00:13]: Return=    -1.083, Steps=  84, Features = 25
  8742: E[0:01:15]-R[0:00:11]: Return=    -1.169, Steps= 170, Features = 25
  8898: E[0:01:16]-R[0:00:09]: Return=    -1.155, Steps= 156, Features = 25
  9000: >>> E[0:01:17]-R[0:00:09]: Return=    -1.298, Steps=398.6, Features = 25
  9898: E[0:01:25]-R[0:00:01]: Return=        -1, Steps=1000, Features = 25
 10000: >>> E[0:01:26]-R[0:00:00]: Return=    -1.383, Steps=384.0, Features = 25
Total Experiment Duration 0:01:26
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
    88: E[0:00:01]-R[0:03:46]: Return=    -1.021, Steps=  22, Features = 25
   204: E[0:00:02]-R[0:03:39]: Return=    -1.115, Steps= 116, Features = 25
   332: E[0:00:03]-R[0:03:36]: Return=    -1.027, Steps=  28, Features = 25
   454: E[0:00:04]-R[0:03:36]: Return=    -1.051, Steps=  52, Features = 25
   616: E[0:00:06]-R[0:03:38]: Return=    -1.099, Steps= 100, Features = 25
   760: E[0:00:07]-R[0:03:37]: Return=    -1.067, Steps=  68, Features = 25
  1236: E[0:00:11]-R[0:03:29]: Return=    -1.385, Steps= 386, Features = 25
  1416: E[0:00:12]-R[0:03:28]: Return=    -1.075, Steps=  76, Features = 25
  1544: E[0:00:14]-R[0:03:26]: Return=    -1.105, Steps= 106, Features = 25
  1800: E[0:00:16]-R[0:03:24]: Return=    -1.219, Steps= 220, Features = 25
  1996: E[0:00:18]-R[0:03:22]: Return=    -1.147, Steps= 148, Features = 25
  2130: E[0:00:19]-R[0:03:21]: Return=    -1.097, Steps=  98, Features = 25
  2500: >>> E[0:00:22]-R[0:03:17]: Return=      -1.1, Steps=101.2, Features = 25
  2864: E[0:00:25]-R[0:03:13]: Return=    -1.667, Steps= 668, Features = 25
  3092: E[0:00:27]-R[0:03:10]: Return=    -1.227, Steps= 228, Features = 25
  3352: E[0:00:29]-R[0:03:08]: Return=    -1.191, Steps= 192, Features = 25
  3544: E[0:00:31]-R[0:03:06]: Return=    -1.191, Steps= 192, Features = 25
  3712: E[0:00:32]-R[0:03:05]: Return=    -1.087, Steps=  88, Features = 25
  4232: E[0:00:37]-R[0:03:00]: Return=    -1.445, Steps= 446, Features = 25
  4358: E[0:00:38]-R[0:02:59]: Return=    -1.115, Steps= 116, Features = 25
  4482: E[0:00:39]-R[0:02:58]: Return=    -1.023, Steps=  24, Features = 25
  4620: E[0:00:40]-R[0:02:57]: Return=    -1.069, Steps=  70, Features = 25
  4798: E[0:00:42]-R[0:02:55]: Return=    -1.067, Steps=  68, Features = 25
  4950: E[0:00:43]-R[0:02:54]: Return=    -1.095, Steps=  96, Features = 25
  5000: >>> E[0:00:43]-R[0:02:54]: Return=   -0.8702, Steps=271.2, Features = 25
  5542: E[0:00:48]-R[0:02:49]: Return=     0.569, Steps= 432, Features = 25
  5682: E[0:00:49]-R[0:02:48]: Return=    -1.035, Steps=  36, Features = 25
  5934: E[0:00:52]-R[0:02:46]: Return=    -1.151, Steps= 152, Features = 25
  6064: E[0:00:53]-R[0:02:45]: Return=    -1.129, Steps= 130, Features = 25
  6218: E[0:00:54]-R[0:02:43]: Return=    -1.135, Steps= 136, Features = 25
  6500: E[0:00:57]-R[0:02:41]: Return=    -1.281, Steps= 282, Features = 25
  6666: E[0:00:58]-R[0:02:40]: Return=    -1.073, Steps=  74, Features = 25
  6792: E[0:00:59]-R[0:02:38]: Return=    -1.097, Steps=  98, Features = 25
  6938: E[0:01:00]-R[0:02:37]: Return=     0.893, Steps= 108, Features = 25
  7260: E[0:01:03]-R[0:02:34]: Return=    -1.321, Steps= 322, Features = 25
  7452: E[0:01:05]-R[0:02:33]: Return=    -1.191, Steps= 192, Features = 25
  7500: >>> E[0:01:05]-R[0:02:32]: Return=   -0.9524, Steps=153.4, Features = 25
  7626: E[0:01:06]-R[0:02:31]: Return=    -1.173, Steps= 174, Features = 25
  7758: E[0:01:08]-R[0:02:30]: Return=    -1.023, Steps=  24, Features = 25
  7932: E[0:01:09]-R[0:02:29]: Return=    -1.173, Steps= 174, Features = 25
  8234: E[0:01:12]-R[0:02:26]: Return=    -1.245, Steps= 246, Features = 25
  8508: E[0:01:14]-R[0:02:24]: Return=    -1.273, Steps= 274, Features = 25
  8666: E[0:01:16]-R[0:02:22]: Return=    -1.157, Steps= 158, Features = 25
  8804: E[0:01:17]-R[0:02:21]: Return=    -1.137, Steps= 138, Features = 25
  9170: E[0:01:20]-R[0:02:18]: Return=     0.635, Steps= 366, Features = 25
  9320: E[0:01:21]-R[0:02:17]: Return=    -1.083, Steps=  84, Features = 25
 10000: >>> E[0:01:27]-R[0:02:11]: Return=    -0.726, Steps=127.0, Features = 25
 10426: E[0:01:31]-R[0:02:07]: Return=    -1.415, Steps= 416, Features = 25
 10600: E[0:01:32]-R[0:02:06]: Return=    -1.087, Steps=  88, Features = 25
 10974: E[0:01:36]-R[0:02:02]: Return=    -1.301, Steps= 302, Features = 25
 11196: E[0:01:38]-R[0:02:00]: Return=    -1.221, Steps= 222, Features = 25
 11484: E[0:01:40]-R[0:01:58]: Return=    -1.203, Steps= 204, Features = 25
 11606: E[0:01:41]-R[0:01:57]: Return=     0.879, Steps= 122, Features = 25
 11822: E[0:01:43]-R[0:01:55]: Return=     0.843, Steps= 158, Features = 25
 12086: E[0:01:45]-R[0:01:53]: Return=    -1.263, Steps= 264, Features = 25
 12338: E[0:01:48]-R[0:01:51]: Return=    -1.251, Steps= 252, Features = 25
 12486: E[0:01:49]-R[0:01:49]: Return=     0.853, Steps= 148, Features = 25
 12500: >>> E[0:01:49]-R[0:01:49]: Return=   -0.0474, Steps=248.4, Features = 25
 12662: E[0:01:51]-R[0:01:48]: Return=    -1.139, Steps= 140, Features = 25
 12912: E[0:01:53]-R[0:01:46]: Return=     0.797, Steps= 204, Features = 25
 13066: E[0:01:54]-R[0:01:44]: Return=    -1.137, Steps= 138, Features = 25
 13244: E[0:01:56]-R[0:01:43]: Return=     0.823, Steps= 178, Features = 25
 13392: E[0:01:57]-R[0:01:41]: Return=     0.875, Steps= 126, Features = 25
 13594: E[0:01:59]-R[0:01:40]: Return=    -1.131, Steps= 132, Features = 25
 13852: E[0:02:01]-R[0:01:38]: Return=    -1.177, Steps= 178, Features = 25
 13998: E[0:02:03]-R[0:01:36]: Return=    -1.091, Steps=  92, Features = 25
 14288: E[0:02:05]-R[0:01:34]: Return=    -1.183, Steps= 184, Features = 25
 14530: E[0:02:07]-R[0:01:32]: Return=     0.759, Steps= 242, Features = 25
 14752: E[0:02:09]-R[0:01:30]: Return=    -1.221, Steps= 222, Features = 25
 15000: >>> E[0:02:11]-R[0:01:28]: Return=    0.2944, Steps=106.6, Features = 25
 15278: E[0:02:14]-R[0:01:25]: Return=    -1.193, Steps= 194, Features = 25
 15538: E[0:02:16]-R[0:01:23]: Return=     0.781, Steps= 220, Features = 25
 15726: E[0:02:18]-R[0:01:21]: Return=    -1.187, Steps= 188, Features = 25
 15928: E[0:02:19]-R[0:01:19]: Return=     0.867, Steps= 134, Features = 25
 16136: E[0:02:21]-R[0:01:18]: Return=    -1.125, Steps= 126, Features = 25
 16732: E[0:02:26]-R[0:01:12]: Return=     0.405, Steps= 596, Features = 25
 17302: E[0:02:31]-R[0:01:07]: Return=    -1.569, Steps= 570, Features = 25
 17500: >>> E[0:02:33]-R[0:01:06]: Return=     0.042, Steps=159.0, Features = 25
 17626: E[0:02:34]-R[0:01:04]: Return=    -1.291, Steps= 292, Features = 25
 17930: E[0:02:37]-R[0:01:02]: Return=    -1.303, Steps= 304, Features = 25
 18066: E[0:02:38]-R[0:01:01]: Return=    -1.135, Steps= 136, Features = 25
 18184: E[0:02:39]-R[0:01:00]: Return=    -1.023, Steps=  24, Features = 25
 18550: E[0:02:42]-R[0:00:56]: Return=     0.727, Steps= 274, Features = 25
