     0: >>> E[0:00:00]-R[?]: Return=    0.5737, Steps=7.26, Features = 16
  6867: E[0:02:31]-R[0:01:09]: Return=    -1.143, Steps= 144, Features = 64
  6916: E[0:02:32]-R[0:01:08]: Return=    -1.032, Steps=  33, Features = 64
  6985: E[0:02:33]-R[0:01:06]: Return=    -1.017, Steps=  18, Features = 64
  7000: >>> E[0:02:34]-R[0:01:06]: Return=     -1.11, Steps=111.06, Features = 64
  7081: E[0:02:35]-R[0:01:04]: Return=    -1.095, Steps=  96, Features = 64
  7258: E[0:02:39]-R[0:01:00]: Return=    -1.176, Steps= 177, Features = 64
  7335: E[0:02:40]-R[0:00:58]: Return=    -1.076, Steps=  77, Features = 64
  7410: E[0:02:42]-R[0:00:57]: Return=    -1.032, Steps=  33, Features = 64
  7523: E[0:02:44]-R[0:00:54]: Return=      -1.1, Steps= 101, Features = 64
  7572: E[0:02:45]-R[0:00:53]: Return=    -1.048, Steps=  49, Features = 64
  7654: E[0:02:47]-R[0:00:51]: Return=     0.919, Steps=  82, Features = 64
  7737: E[0:02:49]-R[0:00:49]: Return=    -1.082, Steps=  83, Features = 64
  7789: E[0:02:50]-R[0:00:48]: Return=    -1.021, Steps=  22, Features = 64
  7864: E[0:02:52]-R[0:00:47]: Return=    -1.054, Steps=  55, Features = 64
  7912: E[0:02:53]-R[0:00:46]: Return=    -1.006, Steps=   7, Features = 64
  7974: E[0:02:54]-R[0:00:44]: Return=    -1.021, Steps=  22, Features = 64
  8000: >>> E[0:02:55]-R[0:00:44]: Return=    -1.159, Steps=179.99, Features = 64
  8129: E[0:02:57]-R[0:00:41]: Return=    -1.076, Steps=  77, Features = 64
  8426: E[0:03:03]-R[0:00:34]: Return=    -1.296, Steps= 297, Features = 64
  8598: E[0:03:07]-R[0:00:30]: Return=    -1.126, Steps= 127, Features = 64
  8711: E[0:03:09]-R[0:00:28]: Return=    -1.093, Steps=  94, Features = 64
  8790: E[0:03:11]-R[0:00:26]: Return=    -1.078, Steps=  79, Features = 64
  8973: E[0:03:14]-R[0:00:22]: Return=    -1.182, Steps= 183, Features = 64
  9000: >>> E[0:03:15]-R[0:00:22]: Return=    -1.112, Steps=153.37, Features = 64
  9117: E[0:03:17]-R[0:00:19]: Return=    -1.086, Steps=  87, Features = 64
  9218: E[0:03:19]-R[0:00:17]: Return=     -1.06, Steps=  61, Features = 64
  9270: E[0:03:20]-R[0:00:16]: Return=     -1.01, Steps=  11, Features = 64
  9348: E[0:03:22]-R[0:00:14]: Return=    -1.048, Steps=  49, Features = 64
  9827: E[0:03:32]-R[0:00:04]: Return=    -1.478, Steps= 479, Features = 64
  9928: E[0:03:34]-R[0:00:02]: Return=      -1.1, Steps= 101, Features = 64
 10000: >>> E[0:03:35]-R[0:00:00]: Return=    -1.114, Steps=134.65, Features = 64
Total Experiment Duration 0:03:35
Output:			./Results/Experiment6/
