     0: >>> E[0:00:00]-R[?]: Return=    -1.004, Steps=5.11, Features = 20
   500: >>> E[0:00:05]-R[0:00:05]: Return=    0.2937, Steps=7.26, Features = 16
   574: E[0:00:06]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
   600: >>> E[0:00:06]-R[0:00:04]: Return=    0.4338, Steps=7.18, Features = 16
   658: E[0:00:08]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
   700: >>> E[0:00:08]-R[0:00:04]: Return=    0.3144, Steps=6.62, Features = 16
   758: E[0:00:09]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
   800: >>> E[0:00:10]-R[0:00:02]: Return=    0.4941, Steps=6.86, Features = 16
   900: >>> E[0:00:11]-R[0:00:01]: Return=    0.6131, Steps=7.92, Features = 16
  1000: >>> E[0:00:12]-R[0:00:00]: Return=     0.454, Steps=6.98, Features = 16
Total Experiment Duration 0:00:12
Output:			./Results/Experiment2/
